Module	Transcript_Id	Locus_Tag	Expression_Fold_Change	Expression_Pvalue	FoldChange_Module	FisherTest_Module
2	AAG03592	PA0203	0.821890053549268	0.134481171196809	1.0436481843736132	4.467566148551867e-84
2	AAG03594	PA0205	1.10270824183486	0.199014822008616	1.0436481843736132	4.467566148551867e-84
2	AAG03888	PA0499	-0.59600835152211	0.395084492665358	1.0436481843736132	4.467566148551867e-84
2	AAG04212	PA0823	1.21999149611822	0.497252692815136	1.0436481843736132	4.467566148551867e-84
2	AAG04518	PA1129	0.607291319936282	0.0949253658189467	1.0436481843736132	4.467566148551867e-84
2	AAG04628	PA1239	-0.648027874546737	0.329691307836712	1.0436481843736132	4.467566148551867e-84
2	AAG04813	PA1424	0.675503118962509	0.127397529502889	1.0436481843736132	4.467566148551867e-84
2	AAG05042	PA1653	0.594846395575847	0.143313499825071	1.0436481843736132	4.467566148551867e-84
2	AAG05335	PA1947	0.617238076974669	0.0544398859646961	1.0436481843736132	4.467566148551867e-84
2	AAG05495	PA2107	-0.587116827731801	0.441955791861712	1.0436481843736132	4.467566148551867e-84
2	AAG05536	PA2148	-1.5374223160727	0.0515163921602375	1.0436481843736132	4.467566148551867e-84
2	AAG05701	PA2313	-1.30983363249314	0.064216813044788	1.0436481843736132	4.467566148551867e-84
2	AAG05829	PA2441	-0.633262295728794	0.21740602965157	1.0436481843736132	4.467566148551867e-84
2	AAG06307	PA2919	-1.25690862507609	0.084176461636913	1.0436481843736132	4.467566148551867e-84
2	AAG06478	PA3090	-1.05313988992375	0.0783787735875093	1.0436481843736132	4.467566148551867e-84
2	AAG06882	PA3494	0.786682300848805	0.085425748360688	1.0436481843736132	4.467566148551867e-84
2	AAG07467	PA4080	-0.587769101467202	0.198434769391358	1.0436481843736132	4.467566148551867e-84
2	AAG07515	PA4128	-0.623542103008262	0.220964379032087	1.0436481843736132	4.467566148551867e-84
2	AAG08469	PA5084	0.739278823846547	0.0627921912629869	1.0436481843736132	4.467566148551867e-84
2	AAG08785	PA5400	-0.789671125558702	0.371667330672571	1.0436481843736132	4.467566148551867e-84
3	AAG06031	PA2643	0.881084672044668	0.197060320317237	1.1589604688160784	2.518417274679384e-33
3	AAG06032	PA2644	1.1853898599424	0.126192696398243	1.1589604688160784	2.518417274679384e-33
3	AAG06033	PA2645	0.737751204943249	0.387155822608851	1.1589604688160784	2.518417274679384e-33
5	AAG04066	PA0677	0.826513896036899	0.449873315425897	1.092845956410145	2.3705969202010748e-12
5	AAG04067	PA0678	-1.43953872780503	0.227111283505246	1.092845956410145	2.3705969202010748e-12
5	AAG04068	PA0679	-0.737991997012313	0.190825848184012	1.092845956410145	2.3705969202010748e-12
5	AAG04070	PA0681	1.1602071397023	0.0716199014184822	1.092845956410145	2.3705969202010748e-12
5	AAG04080	PA0691	1.14133813495536	0.15622187321472	1.092845956410145	2.3705969202010748e-12
5	AAG04231	PA0842	-0.867137280584419	0.264539085263795	1.092845956410145	2.3705969202010748e-12
5	AAG05262	PA1873	0.902578777870982	0.152755902950019	1.092845956410145	2.3705969202010748e-12
5	AAG06192	PA2804	-0.635395685930154	0.593226767158821	1.092845956410145	2.3705969202010748e-12
5	AAG06270	PA2882	0.811018641654592	0.215118692422956	1.092845956410145	2.3705969202010748e-12
5	AAG06907	PA3519	0.743656657975975	0.0873459856121008	1.092845956410145	2.3705969202010748e-12
5	AAG07297	PA3910	-0.593447943669026	0.298133878407298	1.092845956410145	2.3705969202010748e-12
11	AAG05330	PA1942	-1.06427440303898	0.0883438382912962	1.038413552179217	0.0001390644882712452
11	AAG08266	PA4881	-1.56376722658708	0.333353258835169	1.038413552179217	0.0001390644882712452
13	AAG07984	PA4596	1.07147498845188	0.0950668527762166	1.250941458404656	6.593691994573112e-09
19	AAG03531	PA0141	0.693645912954752	0.0862542125250977	1.0667456292539703	0.000173370562690603
19	AAG04225	PA0836	-0.679650866833321	0.0631714926671916	1.0667456292539703	0.000173370562690603
19	AAG06697	PA3309	-0.809897628726925	0.399015726158175	1.0667456292539703	0.000173370562690603
19	AAG07965	PA4577	0.681055581364432	0.263795225989705	1.0667456292539703	0.000173370562690603
19	AAG08412	PA5027	1.69296200001045	0.186128750217769	1.0667456292539703	0.000173370562690603
19	AAG08555	PA5170	-0.615580181533026	0.662704054295201	1.0667456292539703	0.000173370562690603
33	AAG06625	PA3237	-0.700084074116481	0.430669477349891	1.3486712598425195	0.0004975393523632254
38	AAG05285	PA1896	-0.781076691912185	0.384791925730311	1.1560039370078738	0.044946954771909874
38	AAG05286	PA1897	1.17037409274054	0.313598382833296	1.1560039370078738	0.044946954771909874
39	AAG04901	PA1512	-0.775800247697582	0.0744263083375769	1.5413385826771653	0.00014893114342975265
